text;language;label;cleaned_text;tokens
استمر في العمل بجد واجتهاد، فكل خطوة تقوم بها تقربك أكثر من النجاح الذي تطمح إليه.;arabic;clean;استمر العمل بجد واجتهاد فكل خطوه تقوم تقربك اكثر النجاح تطمح اليه;['استمر', 'العمل', 'بجد', 'واجتهاد', 'فكل', 'خطوه', 'تقوم', 'تقربك', 'اكثر', 'النجاح', 'تطمح', 'اليه']
Challenge yourself before anyone else;english;clean;challenge anyone else;['challenge', 'anyone', 'else']
الإصرار يصنع الفارق;arabic;clean;الاصرار يصنع الفارق;['الاصرار', 'يصنع', 'الفارق']
Arts;english;clean;arts;['arts']
Students who participate in competitions enhance their problem-solving skills.;english;clean;students participate competitions enhance problemsolving skills;['students', 'participate', 'competitions', 'enhance', 'problemsolving', 'skills']
Realistic;english;clean;realistic;['realistic']
reply;english;clean;reply;['reply']
ta3awen_motamer;mixed;clean;ta3awenmotamer;['ta3awenmotamer']
I apologize if there was any shortcoming in the previous performance, and I promise to strive to deliver my best in the future.;english;clean;apologize shortcoming previous performance promise strive deliver best future;['apologize', 'shortcoming', 'previous', 'performance', 'promise', 'strive', 'deliver', 'best', 'future']
I am enthusiastic about joining your team;english;clean;enthusiastic joining team;['enthusiastic', 'joining', 'team']
Participating in simulations strengthens practical skills and accuracy.;english;clean;participating simulations strengthens practical skills accuracy;['participating', 'simulations', 'strengthens', 'practical', 'skills', 'accuracy']
الأعمال والمالية,محاسب;arabic;clean;الاعمال والماليهمحاسب;['الاعمال', 'والماليهمحاسب']
Build;english;clean;build;['build']
تجميع وتحليل البيانات المالية يعزز التخطيط الاستراتيجي.;arabic;clean;تجميع وتحليل البيانات الماليه يعزز التخطيط الاستراتيجي;['تجميع', 'وتحليل', 'البيانات', 'الماليه', 'يعزز', 'التخطيط', 'الاستراتيجي']
browse;english;clean;browse;['browse']
Balance risk and safety when making decisions.;english;clean;balance risk safety making decisions;['balance', 'risk', 'safety', 'making', 'decisions']
التعاون في مساهمات مفتوحة المصدر يقوي المشاركة المجتمعية.;arabic;clean;التعاون مساهمات مفتوحه المصدر يقوي المشاركه المجتمعيه;['التعاون', 'مساهمات', 'مفتوحه', 'المصدر', 'يقوي', 'المشاركه', 'المجتمعيه']
Collaborate in task distribution so that everyone can succeed.;english;clean;collaborate task distribution everyone succeed;['collaborate', 'task', 'distribution', 'everyone', 'succeed']
briefing;english;clean;briefing;['briefing']
خلال التخرج اتعلمت اتعاون مع زمايلي، نوزع المهام، ونكمل بعض عشان نوصل للنتيجة المطلوبة.;arabic;clean;خلال التخرج اتعلمت اتعاون زمايلي نوزع المهام ونكمل عشان نوصل للنتيجه المطلوبه;['خلال', 'التخرج', 'اتعلمت', 'اتعاون', 'زمايلي', 'نوزع', 'المهام', 'ونكمل', 'عشان', 'نوصل', 'للنتيجه', 'المطلوبه']
تقديم الدعم;arabic;clean;تقديم الدعم;['تقديم', 'الدعم']
Digital portfolios provide interactive showcases of expertise and projects.;english;clean;digital portfolios provide interactive showcases expertise projects;['digital', 'portfolios', 'provide', 'interactive', 'showcases', 'expertise', 'projects']
تجربة تعليمية;arabic;clean;تجربه تعليميه;['تجربه', 'تعليميه']
شاركت في مبادرات بين الأقسام، تعلمت التعاون، المرونة، وحل المشاكل بإبداع.;arabic;clean;شاركت مبادرات الاقسام تعلمت التعاون المرونه وحل المشاكل بابداع;['شاركت', 'مبادرات', 'الاقسام', 'تعلمت', 'التعاون', 'المرونه', 'وحل', 'المشاكل', 'بابداع']
Self-awareness;english;clean;selfawareness;['selfawareness']
Harmony;english;clean;harmony;['harmony']
أتمنى تكمل في التعلم وتطوير نفسك وتحقيق كل طموحاتك.;arabic;clean;اتمني تكمل التعلم وتطوير نفسك وتحقيق طموحاتك;['اتمني', 'تكمل', 'التعلم', 'وتطوير', 'نفسك', 'وتحقيق', 'طموحاتك']
Desk;english;clean;desk;['desk']
الأمراض المعدية;arabic;clean;الامراض المعديه;['الامراض', 'المعديه']
Practicing interview questions builds confidence and reduces anxiety.;english;clean;practicing interview questions builds confidence reduces anxiety;['practicing', 'interview', 'questions', 'builds', 'confidence', 'reduces', 'anxiety']
أنت كسول جدًا اليوم.;arabic;toxic;انت كسول جدا اليوم;['انت', 'كسول', 'جدا', 'اليوم']
Experienglishce;english;clean;experienglishce;['experienglishce']
تجميع المعلومات بشكل منظم يساهم في صنع قرارات أفضل.;arabic;clean;تجميع المعلومات بشكل منظم يساهم صنع قرارات افضل;['تجميع', 'المعلومات', 'بشكل', 'منظم', 'يساهم', 'صنع', 'قرارات', 'افضل']
مبنى الإدارة المالية;arabic;clean;مبني الاداره الماليه;['مبني', 'الاداره', 'الماليه']
Performance review;english;clean;performance review;['performance', 'review']
Professionals must cultivate the ability to anticipate challenges, evaluate multiple solutions, and act decisively under conditions of uncertainty.;english;clean;professionals must cultivate ability anticipate challenges evaluate multiple solutions act decisively conditions uncertainty;['professionals', 'must', 'cultivate', 'ability', 'anticipate', 'challenges', 'evaluate', 'multiple', 'solutions', 'act', 'decisively', 'conditions', 'uncertainty']
Your skill and expertise are reflected in the excellent outcome.;english;clean;skill expertise reflected excellent outcome;['skill', 'expertise', 'reflected', 'excellent', 'outcome']
I was afraid of making mistakes, so I concentrated on instructions and tried to understand everything before starting.;english;clean;afraid making mistakes concentrated instructions tried understand everything starting;['afraid', 'making', 'mistakes', 'concentrated', 'instructions', 'tried', 'understand', 'everything', 'starting']
الورشة كانت ممتازة جدًا، كل خطوة عملية وواضحة، الأدوات متاحة وسهلة الاستخدام، الشرح مفصل ومباشر، والفريق متعاون وودود، حسيت إن كل شخص متحمس وطموح وملتزم بتطوير مهاراته، والبيئة التعليمية مشجعة جدًا لأي شخص حريص على التعلم العملي.;arabic;clean;الورشه كانت ممتازه جدا خطوه عمليه وواضحه الادوات متاحه وسهله الاستخدام الشرح مفصل ومباشر والفريق متعاون وودود حسيت ان شخص متحمس وطموح وملتزم بتطوير مهاراته والبييه التعليميه مشجعه جدا لاي شخص حريص علي التعلم العملي;['الورشه', 'كانت', 'ممتازه', 'جدا', 'خطوه', 'عمليه', 'وواضحه', 'الادوات', 'متاحه', 'وسهله', 'الاستخدام', 'الشرح', 'مفصل', 'ومباشر', 'والفريق', 'متعاون', 'وودود', 'حسيت', 'ان', 'شخص', 'متحمس', 'وطموح', 'وملتزم', 'بتطوير', 'مهاراته', 'والبييه', 'التعليميه', 'مشجعه', 'جدا', 'لاي', 'شخص', 'حريص', 'علي', 'التعلم', 'العملي']
في التدريب الصيفي الهندسي، شفت إزاي بيشتغل المهندسين المحترفين على مشاريع كبيرة، وده زوّد خبرتي العملية;arabic;clean;التدريب الصيفي الهندسي شفت ازاي بيشتغل المهندسين المحترفين علي مشاريع كبيره وده خبرتي العمليه;['التدريب', 'الصيفي', 'الهندسي', 'شفت', 'ازاي', 'بيشتغل', 'المهندسين', 'المحترفين', 'علي', 'مشاريع', 'كبيره', 'وده', 'خبرتي', 'العمليه']
I am eager to learn new methods and technologies;english;clean;eager learn new methods technologies;['eager', 'learn', 'new', 'methods', 'technologies']
الموظف بيتعلم من التدريب العملي;arabic;clean;الموظف بيتعلم التدريب العملي;['الموظف', 'بيتعلم', 'التدريب', 'العملي']
يضغط;arabic;clean;يضغط;['يضغط']
إجابة;arabic;clean;اجابه;['اجابه']
تصديق;arabic;clean;تصديق;['تصديق']
you always betray;english;toxic;always betray;['always', 'betray']
Calculation Skills;english;clean;calculation skills;['calculation', 'skills']
قرد;arabic;toxic;قرد;['قرد']
المدير مسؤول عن متابعة الشغل.;arabic;clean;المدير مسوول متابعه الشغل;['المدير', 'مسوول', 'متابعه', 'الشغل']
شاركنا في ورش عمل، اتعلمت مهارات القيادة والتواصل وحل النزاعات.;arabic;clean;شاركنا ورش عمل اتعلمت مهارات القياده والتواصل وحل النزاعات;['شاركنا', 'ورش', 'عمل', 'اتعلمت', 'مهارات', 'القياده', 'والتواصل', 'وحل', 'النزاعات']
music building;english;clean;music building;['music', 'building']
الإشتياق;arabic;clean;الاشتياق;['الاشتياق']
دمّر;arabic;toxic;دمر;['دمر']
Including portfolio links in your CV provides tangible evidence of skills.;english;clean;including portfolio links cv provides tangible evidence skills;['including', 'portfolio', 'links', 'cv', 'provides', 'tangible', 'evidence', 'skills']
I am passionate about contributing value;english;clean;passionate contributing value;['passionate', 'contributing', 'value']
